"Ano	Estado	Mês	Número	Período"
"2012	Rondônia	Fevereiro	9	01/01/2012"
"2013	Rondônia	Fevereiro	8	01/01/2013"
"2014	Rondônia	Fevereiro	5	01/01/2014"
"2015	Rondônia	Fevereiro	22	01/01/2015"
"2016	Rondônia	Fevereiro	88	01/01/2016"
"2017	Rondônia	Fevereiro	10	01/01/2017"
"1998	Rondônia	Março	0	01/01/1998"
"1999	Rondônia	Março	8	01/01/1999"
"2000	Rondônia	Março	9	01/01/2000"
"2001	Rondônia	Março	0	01/01/2001"
"2002	Rondônia	Março	1	01/01/2002"
"2003	Rondônia	Março	13	01/01/2003"
"2004	Rondônia	Março	20	01/01/2004"
"2005	Rondônia	Março	17	01/01/2005"
"2006	Rondônia	Março	15	01/01/2006"
"2007	Rondônia	Março	20	01/01/2007"
"2008	Rondônia	Março	2	01/01/2008"
"2009	Rondônia	Março	12	01/01/2009"
"2010	Rondônia	Março	11	01/01/2010"
"2011	Rondônia	Março	6	01/01/2011"
"2012	Rondônia	Março	6	01/01/2012"
"2013	Rondônia	Março	23	01/01/2013"
"2014	Rondônia	Março	13	01/01/2014"
"2015	Rondônia	Março	15	01/01/2015"
"2016	Rondônia	Março	25	01/01/2016"
"2017	Rondônia	Março	21	01/01/2017"
"1998	Rondônia	Abril	0	01/01/1998"
"1999	Rondônia	Abril	3	01/01/1999"
"2000	Rondônia	Abril	0	01/01/2000"
"2001	Rondônia	Abril	0	01/01/2001"
"2002	Rondônia	Abril	3	01/01/2002"
"2003	Rondônia	Abril	10	01/01/2003"
"2004	Rondônia	Abril	14	01/01/2004"
"2005	Rondônia	Abril	7	01/01/2005"
"2006	Rondônia	Abril	0	01/01/2006"
"2007	Rondônia	Abril	0	01/01/2007"
"2008	Rondônia	Abril	8	01/01/2008"
"2009	Rondônia	Abril	3	01/01/2009"
"2010	Rondônia	Abril	19	01/01/2010"
"2011	Rondônia	Abril	8	01/01/2011"
"2012	Rondônia	Abril	12	01/01/2012"
"2013	Rondônia	Abril	9	01/01/2013"
"2014	Rondônia	Abril	15	01/01/2014"
"2015	Rondônia	Abril	15	01/01/2015"
"2016	Rondônia	Abril	59	01/01/2016"
"2017	Rondônia	Abril	19	01/01/2017"
"1998	Rondônia	Maio	0	01/01/1998"
"1999	Rondônia	Maio	3	01/01/1999"
"2000	Rondônia	Maio	13	01/01/2000"
"2001	Rondônia	Maio	5	01/01/2001"
"2002	Rondônia	Maio	10	01/01/2002"
"2003	Rondônia	Maio	21	01/01/2003"
"2004	Rondônia	Maio	9	01/01/2004"
"2005	Rondônia	Maio	38	01/01/2005"
"2006	Rondônia	Maio	7	01/01/2006"
"2007	Rondônia	Maio	4	01/01/2007"
"2008	Rondônia	Maio	1	01/01/2008"
"2009	Rondônia	Maio	6	01/01/2009"
"2010	Rondônia	Maio	41	01/01/2010"
"2011	Rondônia	Maio	54	01/01/2011"
"2012	Rondônia	Maio	22	01/01/2012"
"2013	Rondônia	Maio	9	01/01/2013"
"2014	Rondônia	Maio	28	01/01/2014"
"2015	Rondônia	Maio	13	01/01/2015"
"2016	Rondônia	Maio	44	01/01/2016"
"2017	Rondônia	Maio	31	01/01/2017"
"1998	Rondônia	Junho	26	01/01/1998"
"1999	Rondônia	Junho	10	01/01/1999"
"2000	Rondônia	Junho	54	01/01/2000"
"2001	Rondônia	Junho	31	01/01/2001"
"2002	Rondônia	Junho	141	01/01/2002"
"2003	Rondônia	Junho	74	01/01/2003"
"2004	Rondônia	Junho	151	01/01/2004"
"2005	Rondônia	Junho	153	01/01/2005"
"2006	Rondônia	Junho	40	01/01/2006"
"2007	Rondônia	Junho	71	01/01/2007"
"2008	Rondônia	Junho	11	01/01/2008"
"2009	Rondônia	Junho	13	01/01/2009"
"2010	Rondônia	Junho	44	01/01/2010"
"2011	Rondônia	Junho	130	01/01/2011"
"2012	Rondônia	Junho	32	01/01/2012"
"2013	Rondônia	Junho	22	01/01/2013"
"2014	Rondônia	Junho	92	01/01/2014"
"2015	Rondônia	Junho	119	01/01/2015"
"2016	Rondônia	Junho	170	01/01/2016"
"2017	Rondônia	Junho	192	01/01/2017"
"1998	Rondônia	Julho	365	01/01/1998"
"1999	Rondônia	Julho	135	01/01/1999"
"2000	Rondônia	Julho	117	01/01/2000"
"2001	Rondônia	Julho	74	01/01/2001"
"2002	Rondônia	Julho	539	01/01/2002"
"2003	Rondônia	Julho	516	01/01/2003"
"2004	Rondônia	Julho	1.233	01/01/2004"
"2005	Rondônia	Julho	798	01/01/2005"
"2006	Rondônia	Julho	314	01/01/2006"
"2007	Rondônia	Julho	187	01/01/2007"
"2008	Rondônia	Julho	138	01/01/2008"
"2009	Rondônia	Julho	110	01/01/2009"
"2010	Rondônia	Julho	747	01/01/2010"
"2011	Rondônia	Julho	293	01/01/2011"
"2012	Rondônia	Julho	205	01/01/2012"
"2013	Rondônia	Julho	117	01/01/2013"
"2014	Rondônia	Julho	192	01/01/2014"
"2015	Rondônia	Julho	423	01/01/2015"
"2016	Rondônia	Julho	969	01/01/2016"
"2017	Rondônia	Julho	1.280	01/01/2017"
"1998	Rondônia	Agosto	2.254	01/01/1998"
"1999	Rondônia	Agosto	1.976	01/01/1999"
"2000	Rondônia	Agosto	2.197	01/01/2000"
"2001	Rondônia	Agosto	2.132	01/01/2001"
"2002	Rondônia	Agosto	3.465	01/01/2002"
"2003	Rondônia	Agosto	7.060	01/01/2003"
"2004	Rondônia	Agosto	6.893	01/01/2004"
"2005	Rondônia	Agosto	6.672	01/01/2005"
"2006	Rondônia	Agosto	3.124	01/01/2006"
"2007	Rondônia	Agosto	4.786	01/01/2007"
"2008	Rondônia	Agosto	1.251	01/01/2008"
"2009	Rondônia	Agosto	484	01/01/2009"
"2010	Rondônia	Agosto	4.388	01/01/2010"
"2011	Rondônia	Agosto	1.161	01/01/2011"
"2012	Rondônia	Agosto	2.209	01/01/2012"
"2013	Rondônia	Agosto	885	01/01/2013"
"2014	Rondônia	Agosto	3.038	01/01/2014"
"2015	Rondônia	Agosto	3.762	01/01/2015"
"2016	Rondônia	Agosto	3.675	01/01/2016"
"2017	Rondônia	Agosto	4.287	01/01/2017"
"1998	Rondônia	Setembro	3.753	01/01/1998"
"1999	Rondônia	Setembro	3.062	01/01/1999"
"2000	Rondônia	Setembro	2.438	01/01/2000"
"2001	Rondônia	Setembro	1.927	01/01/2001"
"2002	Rondônia	Setembro	7.067	01/01/2002"
"2003	Rondônia	Setembro	6.890	01/01/2003"
"2004	Rondônia	Setembro	13.050	01/01/2004"
"2005	Rondônia	Setembro	13.972	01/01/2005"
"2006	Rondônia	Setembro	9.920	01/01/2006"
"2007	Rondônia	Setembro	6.832	01/01/2007"
"2008	Rondônia	Setembro	3.726	01/01/2008"
"2009	Rondônia	Setembro	1.869	01/01/2009"
"2010	Rondônia	Setembro	4.893	01/01/2010"
"2011	Rondônia	Setembro	1.782	01/01/2011"
"2012	Rondônia	Setembro	2.471	01/01/2012"
"2013	Rondônia	Setembro	1.776	01/01/2013"
"2014	Rondônia	Setembro	2.800	01/01/2014"
"2015	Rondônia	Setembro	6.129	01/01/2015"
"2016	Rondônia	Setembro	4.208	01/01/2016"
"2017	Rondônia	Setembro	5.638	01/01/2017"
"1998	Rondônia	Outubro	483	01/01/1998"
"1999	Rondônia	Outubro	1.884	01/01/1999"
"2000	Rondônia	Outubro	644	01/01/2000"
"2001	Rondônia	Outubro	796	01/01/2001"
"2002	Rondônia	Outubro	3.554	01/01/2002"
"2003	Rondônia	Outubro	4.962	01/01/2003"
"2004	Rondônia	Outubro	3.094	01/01/2004"
"2005	Rondônia	Outubro	2.559	01/01/2005"
"2006	Rondônia	Outubro	1.148	01/01/2006"
"2007	Rondônia	Outubro	2.023	01/01/2007"
"2008	Rondônia	Outubro	1.482	01/01/2008"
"2009	Rondônia	Outubro	1.444	01/01/2009"
"2010	Rondônia	Outubro	1.307	01/01/2010"
"2011	Rondônia	Outubro	822	01/01/2011"
"2012	Rondônia	Outubro	1.229	01/01/2012"
"2013	Rondônia	Outubro	555	01/01/2013"
"2014	Rondônia	Outubro	1.063	01/01/2014"
"2015	Rondônia	Outubro	2.598	01/01/2015"
"2016	Rondônia	Outubro	1.844	01/01/2016"
"2017	Rondônia	Outubro	2.190	01/01/2017"
"1998	Rondônia	Novembro	3	01/01/1998"
"1999	Rondônia	Novembro	41	01/01/1999"
"2000	Rondônia	Novembro	13	01/01/2000"
"2001	Rondônia	Novembro	91	01/01/2001"
"2002	Rondônia	Novembro	639	01/01/2002"
"2003	Rondônia	Novembro	526	01/01/2003"
"2004	Rondônia	Novembro	452	01/01/2004"
"2005	Rondônia	Novembro	465	01/01/2005"
"2006	Rondônia	Novembro	253	01/01/2006"
"2007	Rondônia	Novembro	53	01/01/2007"
"2008	Rondônia	Novembro	78	01/01/2008"
"2009	Rondônia	Novembro	128	01/01/2009"
"2010	Rondônia	Novembro	238	01/01/2010"
"2011	Rondônia	Novembro	245	01/01/2011"
"2012	Rondônia	Novembro	174	01/01/2012"
"2013	Rondônia	Novembro	108	01/01/2013"
"2014	Rondônia	Novembro	202	01/01/2014"
"2015	Rondônia	Novembro	1.002	01/01/2015"
"2016	Rondônia	Novembro	401	01/01/2016"
"2017	Rondônia	Novembro	372	01/01/2017"
"1998	Rondônia	Dezembro	33	01/01/1998"
"1999	Rondônia	Dezembro	0	01/01/1999"
"2000	Rondônia	Dezembro	7	01/01/2000"
"2001	Rondônia	Dezembro	1	01/01/2001"
"2002	Rondônia	Dezembro	91	01/01/2002"
"2003	Rondônia	Dezembro	214	01/01/2003"
"2004	Rondônia	Dezembro	208	01/01/2004"
"2005	Rondônia	Dezembro	36	01/01/2005"
"2006	Rondônia	Dezembro	4	01/01/2006"
"2007	Rondônia	Dezembro	6	01/01/2007"
"2008	Rondônia	Dezembro	2	01/01/2008"
"2009	Rondônia	Dezembro	9	01/01/2009"
"2010	Rondônia	Dezembro	158	01/01/2010"
"2011	Rondônia	Dezembro	37	01/01/2011"
"2012	Rondônia	Dezembro	50	01/01/2012"
"2013	Rondônia	Dezembro	143	01/01/2013"
"2014	Rondônia	Dezembro	144	01/01/2014"
"2015	Rondônia	Dezembro	282	01/01/2015"
"2016	Rondônia	Dezembro	148	01/01/2016"
"1998	Roraima	Janeiro	0	01/01/1998"
"1999	Roraima	Janeiro	15	01/01/1999"
"2000	Roraima	Janeiro	18	01/01/2000"
"2001	Roraima	Janeiro	101	01/01/2001"
"2002	Roraima	Janeiro	302	01/01/2002"
"2003	Roraima	Janeiro	547	01/01/2003"
"2004	Roraima	Janeiro	355	01/01/2004"
"2005	Roraima	Janeiro	106	01/01/2005"
"2006	Roraima	Janeiro	70	01/01/2006"
"2007	Roraima	Janeiro	194	01/01/2007"
"2008	Roraima	Janeiro	245	01/01/2008"
"2009	Roraima	Janeiro	45	01/01/2009"
"2010	Roraima	Janeiro	351	01/01/2010"
"2011	Roraima	Janeiro	225	01/01/2011"
"2012	Roraima	Janeiro	217	01/01/2012"
"2013	Roraima	Janeiro	397	01/01/2013"
"2014	Roraima	Janeiro	355	01/01/2014"
"2015	Roraima	Janeiro	330	01/01/2015"
"2016	Roraima	Janeiro	1.754	01/01/2016"
"2017	Roraima	Janeiro	108	01/01/2017"
"1998	Roraima	Fevereiro	0	01/01/1998"
"1999	Roraima	Fevereiro	20	01/01/1999"
"2000	Roraima	Fevereiro	57	01/01/2000"
"2001	Roraima	Fevereiro	646	01/01/2001"
"2002	Roraima	Fevereiro	476	01/01/2002"
"2003	Roraima	Fevereiro	767	01/01/2003"
"2004	Roraima	Fevereiro	259	01/01/2004"
"2005	Roraima	Fevereiro	105	01/01/2005"
"2006	Roraima	Fevereiro	283	01/01/2006"
"2007	Roraima	Fevereiro	796	01/01/2007"
"2008	Roraima	Fevereiro	138	01/01/2008"
"2009	Roraima	Fevereiro	153	01/01/2009"
"2010	Roraima	Fevereiro	470	01/01/2010"
"2011	Roraima	Fevereiro	112	01/01/2011"
"2012	Roraima	Fevereiro	130	01/01/2012"
"2013	Roraima	Fevereiro	62	01/01/2013"
"2014	Roraima	Fevereiro	226	01/01/2014"
"2015	Roraima	Fevereiro	418	01/01/2015"
"2016	Roraima	Fevereiro	171	01/01/2016"
"2017	Roraima	Fevereiro	129	01/01/2017"
"1998	Roraima	Março	0	01/01/1998"
"1999	Roraima	Março	98	01/01/1999"
"2000	Roraima	Março	125	01/01/2000"
"2001	Roraima	Março	1.108	01/01/2001"
"2002	Roraima	Março	820	01/01/2002"
"2003	Roraima	Março	1.131	01/01/2003"
"2004	Roraima	Março	276	01/01/2004"
"2005	Roraima	Março	244	01/01/2005"
"2006	Roraima	Março	385	01/01/2006"
"2007	Roraima	Março	665	01/01/2007"
"2008	Roraima	Março	422	01/01/2008"
"2009	Roraima	Março	176	01/01/2009"
"2010	Roraima	Março	417	01/01/2010"
"2011	Roraima	Março	91	01/01/2011"
"2012	Roraima	Março	99	01/01/2012"
"2013	Roraima	Março	179	01/01/2013"
"2014	Roraima	Março	494	01/01/2014"
"2015	Roraima	Março	163	01/01/2015"
"2016	Roraima	Março	1.081	01/01/2016"
"2017	Roraima	Março	216	01/01/2017"
"1998	Roraima	Abril	0	01/01/1998"
"1999	Roraima	Abril	16	01/01/1999"
"2000	Roraima	Abril	0	01/01/2000"
"2001	Roraima	Abril	380	01/01/2001"
"2002	Roraima	Abril	41	01/01/2002"
"2003	Roraima	Abril	268	01/01/2003"
"2004	Roraima	Abril	182	01/01/2004"
"2005	Roraima	Abril	22	01/01/2005"
"2006	Roraima	Abril	201	01/01/2006"
"2007	Roraima	Abril	58	01/01/2007"
"2008	Roraima	Abril	175	01/01/2008"
"2009	Roraima	Abril	115	01/01/2009"
"2010	Roraima	Abril	15	01/01/2010"
"2011	Roraima	Abril	108	01/01/2011"
"2012	Roraima	Abril	25	01/01/2012"
"2013	Roraima	Abril	87	01/01/2013"
"2014	Roraima	Abril	162	01/01/2014"
"2015	Roraima	Abril	278	01/01/2015"
"2016	Roraima	Abril	126	01/01/2016"
"2017	Roraima	Abril	51	01/01/2017"
"1998	Roraima	Maio	0	01/01/1998"
"1999	Roraima	Maio	0	01/01/1999"
"2000	Roraima	Maio	7	01/01/2000"
"2001	Roraima	Maio	9	01/01/2001"
"2002	Roraima	Maio	0	01/01/2002"
"2003	Roraima	Maio	0	01/01/2003"
"2004	Roraima	Maio	2	01/01/2004"
"2005	Roraima	Maio	1	01/01/2005"
"2006	Roraima	Maio	0	01/01/2006"
"2007	Roraima	Maio	0	01/01/2007"
"2008	Roraima	Maio	8	01/01/2008"
"2009	Roraima	Maio	219	01/01/2009"
"2010	Roraima	Maio	3	01/01/2010"
"2011	Roraima	Maio	4	01/01/2011"
"2012	Roraima	Maio	18	01/01/2012"
"2013	Roraima	Maio	4	01/01/2013"
"2014	Roraima	Maio	58	01/01/2014"
"2015	Roraima	Maio	12	01/01/2015"
"2016	Roraima	Maio	22	01/01/2016"
"2017	Roraima	Maio	29	01/01/2017"
"1998	Roraima	Junho	0	01/01/1998"
"1999	Roraima	Junho	3	01/01/1999"
"2000	Roraima	Junho	0	01/01/2000"
"2001	Roraima	Junho	1	01/01/2001"
"2002	Roraima	Junho	0	01/01/2002"
"2003	Roraima	Junho	0	01/01/2003"
"2004	Roraima	Junho	6	01/01/2004"
"2005	Roraima	Junho	5	01/01/2005"
"2006	Roraima	Junho	0	01/01/2006"
"2007	Roraima	Junho	1	01/01/2007"
"2008	Roraima	Junho	0	01/01/2008"
"2009	Roraima	Junho	16	01/01/2009"
"2010	Roraima	Junho	0	01/01/2010"
"2011	Roraima	Junho	6	01/01/2011"
"2012	Roraima	Junho	22	01/01/2012"
"2013	Roraima	Junho	6	01/01/2013"
"2014	Roraima	Junho	4	01/01/2014"
"2015	Roraima	Junho	3	01/01/2015"
"2016	Roraima	Junho	7	01/01/2016"
"2017	Roraima	Junho	4	01/01/2017"
"1998	Roraima	Julho	1	01/01/1998"
"1999	Roraima	Julho	4	01/01/1999"
"2000	Roraima	Julho	0	01/01/2000"
"2001	Roraima	Julho	1	01/01/2001"
"2002	Roraima	Julho	7	01/01/2002"
"2003	Roraima	Julho	0	01/01/2003"
"2004	Roraima	Julho	2	01/01/2004"
"2005	Roraima	Julho	2	01/01/2005"
"2006	Roraima	Julho	0	01/01/2006"
"2007	Roraima	Julho	3	01/01/2007"
"2008	Roraima	Julho	0	01/01/2008"
"2009	Roraima	Julho	18	01/01/2009"
"2010	Roraima	Julho	1	01/01/2010"
"2011	Roraima	Julho	9	01/01/2011"
"2012	Roraima	Julho	2	01/01/2012"
"2013	Roraima	Julho	4	01/01/2013"
"2014	Roraima	Julho	9	01/01/2014"
"2015	Roraima	Julho	5	01/01/2015"
"2016	Roraima	Julho	0	01/01/2016"
"2017	Roraima	Julho	3	01/01/2017"
"1998	Roraima	Agosto	0	01/01/1998"
"1999	Roraima	Agosto	1	01/01/1999"
"2000	Roraima	Agosto	9	01/01/2000"
"2001	Roraima	Agosto	4	01/01/2001"
"2002	Roraima	Agosto	7	01/01/2002"
"2003	Roraima	Agosto	2	01/01/2003"
"2004	Roraima	Agosto	18	01/01/2004"
"2005	Roraima	Agosto	9	01/01/2005"
"2006	Roraima	Agosto	4	01/01/2006"
"2007	Roraima	Agosto	2	01/01/2007"
"2008	Roraima	Agosto	4	01/01/2008"
"2009	Roraima	Agosto	29	01/01/2009"
"2010	Roraima	Agosto	3	01/01/2010"
"2011	Roraima	Agosto	39	01/01/2011"
"2012	Roraima	Agosto	4	01/01/2012"
"2013	Roraima	Agosto	3	01/01/2013"
"2014	Roraima	Agosto	12	01/01/2014"
"2015	Roraima	Agosto	11	01/01/2015"
"2016	Roraima	Agosto	11	01/01/2016"
"2017	Roraima	Agosto	35	01/01/2017"
"1998	Roraima	Setembro	2	01/01/1998"
"1999	Roraima	Setembro	3	01/01/1999"
"2000	Roraima	Setembro	12	01/01/2000"
"2001	Roraima	Setembro	1	01/01/2001"
"2002	Roraima	Setembro	48	01/01/2002"
"2003	Roraima	Setembro	6	01/01/2003"
"2004	Roraima	Setembro	9	01/01/2004"
"2005	Roraima	Setembro	72	01/01/2005"
"2006	Roraima	Setembro	40	01/01/2006"
"2007	Roraima	Setembro	9	01/01/2007"
"2008	Roraima	Setembro	17	01/01/2008"
"2009	Roraima	Setembro	117	01/01/2009"
"2010	Roraima	Setembro	18	01/01/2010"
"2011	Roraima	Setembro	53	01/01/2011"
"2012	Roraima	Setembro	67	01/01/2012"
"2013	Roraima	Setembro	18	01/01/2013"
"2014	Roraima	Setembro	67	01/01/2014"
"2015	Roraima	Setembro	77	01/01/2015"
"2016	Roraima	Setembro	19	01/01/2016"
"2017	Roraima	Setembro	43	01/01/2017"
"1998	Roraima	Outubro	1	01/01/1998"
"1999	Roraima	Outubro	10	01/01/1999"
"2000	Roraima	Outubro	25	01/01/2000"
"2001	Roraima	Outubro	13	01/01/2001"
"2002	Roraima	Outubro	191	01/01/2002"
"2003	Roraima	Outubro	14	01/01/2003"
"2004	Roraima	Outubro	53	01/01/2004"
"2005	Roraima	Outubro	88	01/01/2005"
"2006	Roraima	Outubro	135	01/01/2006"
"2007	Roraima	Outubro	15	01/01/2007"
"2008	Roraima	Outubro	78	01/01/2008"
"2009	Roraima	Outubro	197	01/01/2009"
"2010	Roraima	Outubro	64	01/01/2010"
"2011	Roraima	Outubro	65	01/01/2011"
"2012	Roraima	Outubro	152	01/01/2012"
"2013	Roraima	Outubro	63	01/01/2013"
"2014	Roraima	Outubro	61	01/01/2014"
"2015	Roraima	Outubro	181	01/01/2015"
"2016	Roraima	Outubro	101	01/01/2016"
"2017	Roraima	Outubro	156	01/01/2017"
"1998	Roraima	Novembro	1	01/01/1998"
"1999	Roraima	Novembro	15	01/01/1999"
"2000	Roraima	Novembro	32	01/01/2000"
"2001	Roraima	Novembro	76	01/01/2001"
"2002	Roraima	Novembro	133	01/01/2002"
"2003	Roraima	Novembro	27	01/01/2003"
"2004	Roraima	Novembro	135	01/01/2004"
"2005	Roraima	Novembro	135	01/01/2005"
"2006	Roraima	Novembro	26	01/01/2006"
"2007	Roraima	Novembro	112	01/01/2007"
"2008	Roraima	Novembro	39	01/01/2008"
"2009	Roraima	Novembro	312	01/01/2009"
"2010	Roraima	Novembro	27	01/01/2010"
"2011	Roraima	Novembro	121	01/01/2011"
"2012	Roraima	Novembro	187	01/01/2012"
"2013	Roraima	Novembro	106	01/01/2013"
"2014	Roraima	Novembro	143	01/01/2014"
"2015	Roraima	Novembro	280	01/01/2015"
"2016	Roraima	Novembro	71	01/01/2016"
"2017	Roraima	Novembro	327	01/01/2017"
"1998	Roraima	Dezembro	16	01/01/1998"
"1999	Roraima	Dezembro	35	01/01/1999"
"2000	Roraima	Dezembro	77	01/01/2000"
"2001	Roraima	Dezembro	76	01/01/2001"
"2002	Roraima	Dezembro	199	01/01/2002"
"2003	Roraima	Dezembro	157	01/01/2003"
"2004	Roraima	Dezembro	160	01/01/2004"
"2005	Roraima	Dezembro	71	01/01/2005"
"2006	Roraima	Dezembro	101	01/01/2006"
"2007	Roraima	Dezembro	8	01/01/2007"
"2008	Roraima	Dezembro	5	01/01/2008"
"2009	Roraima	Dezembro	290	01/01/2009"
"2010	Roraima	Dezembro	73	01/01/2010"
"2011	Roraima	Dezembro	249	01/01/2011"
"2012	Roraima	Dezembro	78	01/01/2012"
"2013	Roraima	Dezembro	65	01/01/2013"
"2014	Roraima	Dezembro	277	01/01/2014"
"2015	Roraima	Dezembro	304	01/01/2015"
"2016	Roraima	Dezembro	136	01/01/2016"
"1998	Santa Catarina	Janeiro	0	01/01/1998"
"1999	Santa Catarina	Janeiro	11	01/01/1999"
"2000	Santa Catarina	Janeiro	14	01/01/2000"
"2001	Santa Catarina	Janeiro	11	01/01/2001"
"2002	Santa Catarina	Janeiro	22	01/01/2002"
"2003	Santa Catarina	Janeiro	45	01/01/2003"
"2004	Santa Catarina	Janeiro	37	01/01/2004"
"2005	Santa Catarina	Janeiro	46	01/01/2005"
"2006	Santa Catarina	Janeiro	41	01/01/2006"
"2007	Santa Catarina	Janeiro	9	01/01/2007"
"2008	Santa Catarina	Janeiro	25	01/01/2008"
"2009	Santa Catarina	Janeiro	21	01/01/2009"
"2010	Santa Catarina	Janeiro	2	01/01/2010"
"2011	Santa Catarina	Janeiro	9	01/01/2011"
"2012	Santa Catarina	Janeiro	14	01/01/2012"
"2013	Santa Catarina	Janeiro	18	01/01/2013"
"2014	Santa Catarina	Janeiro	58	01/01/2014"
"2015	Santa Catarina	Janeiro	28	01/01/2015"
"2016	Santa Catarina	Janeiro	53	01/01/2016"
"2017	Santa Catarina	Janeiro	46	01/01/2017"
"1998	Santa Catarina	Fevereiro	0	01/01/1998"
"1999	Santa Catarina	Fevereiro	2	01/01/1999"
"2000	Santa Catarina	Fevereiro	8	01/01/2000"
"2001	Santa Catarina	Fevereiro	0	01/01/2001"
"2002	Santa Catarina	Fevereiro	5	01/01/2002"
"2003	Santa Catarina	Fevereiro	43	01/01/2003"
"2004	Santa Catarina	Fevereiro	29	01/01/2004"
"2005	Santa Catarina	Fevereiro	46	01/01/2005"
"2006	Santa Catarina	Fevereiro	18	01/01/2006"
"2007	Santa Catarina	Fevereiro	14	01/01/2007"
"2008	Santa Catarina	Fevereiro	29	01/01/2008"
"2009	Santa Catarina	Fevereiro	7	01/01/2009"
"2010	Santa Catarina	Fevereiro	15	01/01/2010"
"2011	Santa Catarina	Fevereiro	1	01/01/2011"
"2012	Santa Catarina	Fevereiro	13	01/01/2012"
"2013	Santa Catarina	Fevereiro	12	01/01/2013"
"2014	Santa Catarina	Fevereiro	27	01/01/2014"
"2015	Santa Catarina	Fevereiro	23	01/01/2015"
"2016	Santa Catarina	Fevereiro	10	01/01/2016"
"2017	Santa Catarina	Fevereiro	31	01/01/2017"
"1998	Santa Catarina	Março	0	01/01/1998"
"1999	Santa Catarina	Março	7	01/01/1999"
"2000	Santa Catarina	Março	46	01/01/2000"
"2001	Santa Catarina	Março	1	01/01/2001"
"2002	Santa Catarina	Março	12	01/01/2002"
"2003	Santa Catarina	Março	58	01/01/2003"
"2004	Santa Catarina	Março	73	01/01/2004"
"2005	Santa Catarina	Março	92	01/01/2005"
"2006	Santa Catarina	Março	48	01/01/2006"
"2007	Santa Catarina	Março	23	01/01/2007"
"2008	Santa Catarina	Março	14	01/01/2008"
"2009	Santa Catarina	Março	33	01/01/2009"
"2010	Santa Catarina	Março	9	01/01/2010"
"2011	Santa Catarina	Março	8	01/01/2011"
"2012	Santa Catarina	Março	65	01/01/2012"
"2013	Santa Catarina	Março	14	01/01/2013"
"2014	Santa Catarina	Março	15	01/01/2014"
"2015	Santa Catarina	Março	37	01/01/2015"
"2016	Santa Catarina	Março	21	01/01/2016"
"2017	Santa Catarina	Março	12	01/01/2017"
"1998	Santa Catarina	Abril	0	01/01/1998"
"1999	Santa Catarina	Abril	0	01/01/1999"
"2000	Santa Catarina	Abril	7	01/01/2000"
"2001	Santa Catarina	Abril	1	01/01/2001"
"2002	Santa Catarina	Abril	7	01/01/2002"
"2003	Santa Catarina	Abril	120	01/01/2003"
"2004	Santa Catarina	Abril	59	01/01/2004"
"2005	Santa Catarina	Abril	25	01/01/2005"
"2006	Santa Catarina	Abril	30	01/01/2006"
"2007	Santa Catarina	Abril	2	01/01/2007"
"2008	Santa Catarina	Abril	31	01/01/2008"
"2009	Santa Catarina	Abril	57	01/01/2009"
"2010	Santa Catarina	Abril	19	01/01/2010"
"2011	Santa Catarina	Abril	5	01/01/2011"
"2012	Santa Catarina	Abril	40	01/01/2012"
"2013	Santa Catarina	Abril	46	01/01/2013"
"2014	Santa Catarina	Abril	34	01/01/2014"
"2015	Santa Catarina	Abril	32	01/01/2015"
"2016	Santa Catarina	Abril	36	01/01/2016"
"2017	Santa Catarina	Abril	26	01/01/2017"
"1998	Santa Catarina	Maio	0	01/01/1998"
"1999	Santa Catarina	Maio	1	01/01/1999"
"2000	Santa Catarina	Maio	0	01/01/2000"
"2001	Santa Catarina	Maio	2	01/01/2001"
"2002	Santa Catarina	Maio	3	01/01/2002"
"2003	Santa Catarina	Maio	84	01/01/2003"
"2004	Santa Catarina	Maio	2	01/01/2004"
"2005	Santa Catarina	Maio	21	01/01/2005"
"2006	Santa Catarina	Maio	33	01/01/2006"
"2007	Santa Catarina	Maio	2	01/01/2007"
"2008	Santa Catarina	Maio	15	01/01/2008"
"2009	Santa Catarina	Maio	33	01/01/2009"
"2010	Santa Catarina	Maio	1	01/01/2010"
"2011	Santa Catarina	Maio	16	01/01/2011"
"2012	Santa Catarina	Maio	60	01/01/2012"
"2013	Santa Catarina	Maio	52	01/01/2013"
"2014	Santa Catarina	Maio	42	01/01/2014"
"2015	Santa Catarina	Maio	70	01/01/2015"
"2016	Santa Catarina	Maio	26	01/01/2016"
"2017	Santa Catarina	Maio	36	01/01/2017"
"1998	Santa Catarina	Junho	2	01/01/1998"
"1999	Santa Catarina	Junho	0	01/01/1999"
"2000	Santa Catarina	Junho	2	01/01/2000"
"2001	Santa Catarina	Junho	1	01/01/2001"
"2002	Santa Catarina	Junho	0	01/01/2002"
"2003	Santa Catarina	Junho	68	01/01/2003"
"2004	Santa Catarina	Junho	127	01/01/2004"
"2005	Santa Catarina	Junho	58	01/01/2005"
"2006	Santa Catarina	Junho	32	01/01/2006"
"2007	Santa Catarina	Junho	11	01/01/2007"
"2008	Santa Catarina	Junho	2	01/01/2008"
"2009	Santa Catarina	Junho	14	01/01/2009"
"2010	Santa Catarina	Junho	1	01/01/2010"
"2011	Santa Catarina	Junho	26	01/01/2011"
"2012	Santa Catarina	Junho	42	01/01/2012"
"2013	Santa Catarina	Junho	31	01/01/2013"
"2014	Santa Catarina	Junho	3	01/01/2014"
